1,91.21,80.51,80.51,-157.2
2,-105.3,-146.7,-146.7,288.5
3,-101.7,-90.68,-90.68,190.2
4,-99.88,-85.93,-85.93,205.4
5,-99.31,-89.87,-89.87,202.6
6,-99.61,-95.76,-95.76,201.7
7,-100.3,-101.7,-101.7,200.1
8,-101.2,-107.1,-107.1,198.6
9,-102.1,-111.9,-111.9,197.3
10,-102.9,-116.2,-116.2,196.2
11,-103.6,-119.8,-119.8,195.3
12,-104.2,-122.7,-122.7,194.7
13,-104.5,-124.9,-124.9,194.5
14,-104.6,-126.6,-126.6,194.5
15,-104.6,-128.1,-128.1,194.5
16,-105.2,-127.8,-127.8,192
17,-110.6,-110.8,-110.8,178.5
18,-119.4,-80.94,-80.94,162.7
19,-124.3,-66.24,-66.24,148
20,-103,-72.24,-72.24,138.4
21,-84.59,-82.51,-82.51,135.2
22,-90.61,-75.51,-75.51,133.1
23,-87.62,-74.65,-74.65,133.2
24,-83.83,-72.39,-72.39,137
25,-85.6,-70.35,-70.35,138.1
26,-84.24,-68.97,-68.97,136.8
27,-83.03,-68.33,-68.33,136.2
28,-79.61,-67.84,-67.84,136.3
29,-77.95,-67.46,-67.46,136.1
30,-78.02,-66.57,-66.57,135.7
31,-77.87,-66.05,-66.05,135.5
32,-80.3,-60.61,-60.61,132.1
33,-86.83,-46.39,-46.39,125
34,-92.76,-31.79,-31.79,118.2
35,-92.22,-30.13,-30.13,115.7
36,-86.19,-37.87,-37.87,114.2
37,-78.18,-41.34,-41.34,105
38,-69.25,-39.94,-39.94,93.18
39,-62.22,-38.23,-38.23,93.75
40,-60.47,-39.54,-39.54,96.11
41,-62.75,-41.26,-41.26,94.62
42,-65.32,-43.41,-43.41,94.6
43,-65.25,-44.24,-44.24,92.64
44,-62.44,-43.79,-43.79,91.61
45,-61.03,-45.6,-45.6,92.03
46,-62.91,-44.54,-44.54,90.94
47,-64.47,-41.96,-41.96,89.3
48,-64.66,-36.8,-36.8,85.36
49,-67.84,-26.62,-26.62,81.73
50,-71.93,-20.57,-20.57,82.55
51,-72.03,-22.76,-22.76,83.77
52,-69.34,-25.74,-25.74,82.58
53,-65.33,-26.53,-26.53,78.96
54,-60.34,-26.28,-26.28,73.39
55,-54.16,-25.24,-25.24,67.38
56,-46.57,-24.79,-24.79,64.4
57,-41.92,-24.42,-24.42,65.48
58,-43.41,-22.04,-22.04,68.1
59,-45.73,-20.46,-20.46,69.25
60,-44.64,-21.2,-21.2,67.92
61,-42.82,-20.85,-20.85,65.49
62,-42.37,-18.7,-18.7,64.6
63,-43.28,-15.5,-15.5,64.4
64,-45.14,-11.12,-11.12,62.53
65,-47.88,-6.298,-6.298,60.53
66,-49.86,-4.442,-4.442,61.04
67,-49.15,-6.558,-6.558,62.37
68,-47.46,-8.378,-8.378,61.48
69,-46.3,-8.75,-8.75,59.61
70,-44.32,-10.05,-10.05,57.56
71,-41.37,-11.21,-11.21,54.38
72,-37.94,-11.5,-11.5,50.63
73,-33.65,-12.31,-12.31,46.91
74,-29.99,-12.33,-12.33,44.63
75,-28.92,-11.7,-11.7,45.35
76,-29.75,-12.5,-12.5,46.94
77,-31.33,-12.73,-12.73,46.57
78,-33.18,-10.7,-10.7,44.99
79,-34.03,-8.26,-8.26,43.28
80,-33.73,-5.805,-5.805,41.64
81,-34.24,-3.186,-3.186,41.17
82,-35.37,-2.463,-2.463,42.43
