it,2,8,9,4,10,11,5,12,13,7,14,15
46,18.28,-36.47,-21.53,-9.786,-49.96,10.87,-38.45,-43.75,11.57,19.39,19.47,-2.75
47,17.53,-21.12,-21.83,-10.13,-34.94,-20.2,-24.11,-28.59,-22.72,-13.64,-9.816,-0.7909
48,16.73,-1.502,-18.86,-7.273,-15.26,-57.17,-5.477,-8.945,-59.38,-50.63,-45.8,-3.133
49,15.94,15.83,-15.33,-3.935,-2.285,-82.52,10.93,3.827,-80.64,-73.65,-71.16,-8.872
50,15.1,19.73,-16.37,-5.196,0.9319,-83.69,14.18,6.861,-77.68,-73.05,-72.92,-15.45
51,14.26,9.577,-19.86,-8.983,-6.586,-61.33,3.458,-0.6281,-51.15,-48.49,-51,-19.88
52,13.47,-6.137,-22.22,-11.74,-24.32,-27.68,-12.91,-18.06,-13.09,-11.17,-17.06,-20.29
53,12.63,-21.38,-20.79,-10.71,-41.82,2.863,-28.77,-35.32,17.68,20.3,13.9,-16.64
54,11.68,-30.82,-16.19,-6.493,-48.95,16.59,-38.83,-42.48,26.66,30.98,27.8,-10.87
55,10.72,-27.28,-13.41,-4.106,-45.01,6.853,-36.05,-38.89,11.52,17.59,17.8,-5.773
56,9.73,-12.02,-13.83,-4.932,-32.34,-20.67,-21.54,-26.66,-19.82,-12.84,-10.11,-3.772
57,8.686,5.42,-16.64,-8.133,-14.91,-51.95,-4.669,-9.471,-52.38,-45.86,-41.45,-5.677
58,7.673,18.29,-18.35,-10.29,-1.881,-72.33,7.768,3.52,-69.56,-64.76,-61.83,-10.46
59,6.732,21.97,-16.76,-9.203,-0.6663,-72.14,11.12,4.796,-63.38,-60.79,-61.85,-15.72
60,5.801,13.22,-13.99,-6.957,-9.358,-50.26,2.234,-3.921,-37.73,-36.92,-40.75,-18.89
61,4.911,-3.6,-12.11,-5.614,-23.3,-17.46,-14.7,-18.02,-4.467,-4.271,-9.049,-18.41
62,4.062,-18.1,-12.52,-6.575,-37.37,10.34,-29.43,-32.25,21.8,22.68,17.93,-14.47
63,3.202,-24.16,-13.52,-8.105,-44.09,21.21,-35.75,-39.14,28.76,31.19,28.47,-8.844
64,2.291,-20.22,-12.93,-7.997,-39.02,11.23,-32.06,-34.24,13.86,17.8,18.58,-4.017
65,1.391,-7.111,-10.9,-6.45,-25.92,-14.27,-19.2,-21.42,-14.49,-9.899,-7.017,-2.058
66,0.5213,9.079,-8.712,-4.74,-11.12,-41.93,-3.172,-6.998,-42.46,-38.44,-35.24,-3.634
67,-0.3074,19.39,-8.495,-4.993,-0.09112,-57.75,7.165,3.675,-56.89,-54.48,-51.96,-7.713
68,-1.065,19.94,-9.877,-6.869,1.815,-54.53,7.844,5.367,-50.21,-49.78,-49.69,-12.07
69,-1.73,11.69,-10.84,-8.353,-6.75,-33.98,-0.2358,-3.235,-25.52,-26.58,-29.82,-14.42
70,-2.364,-2.329,-10.03,-8.058,-20.18,-4.92,-14.03,-16.67,4.961,3.451,-1.292,-13.44
71,-2.978,-15.7,-7.508,-6.019,-31.4,19.31,-27.2,-28.03,27.19,26.37,22.4,-9.437
72,-3.571,-21.1,-5.35,-4.316,-35.9,27.64,-32.52,-32.84,31.66,32.22,30.15,-4.129
73,-4.155,-16.42,-4.789,-4.168,-31.07,17.44,-27.78,-28.43,16.81,18.7,19.41,0.2067
74,-4.738,-4.752,-5.553,-5.303,-18.45,-5.577,-16.01,-16.2,-9.572,-7.147,-3.918,1.828
75,-5.28,8.994,-6.293,-6.406,-4.517,-30.13,-2.105,-2.558,-33.95,-32.11,-28.7,0.2912
76,-5.751,18.4,-5.794,-6.275,4.222,-43.92,7.562,5.976,-44.76,-44.4,-42.83,-3.351
77,-6.17,18.29,-4.632,-5.475,4.946,-39.74,7.849,6.523,-37.23,-38.62,-39.29,-7.079
78,-6.518,9.175,-3.748,-4.954,-2.397,-19.84,-0.8237,-1.003,-14.7,-17.37,-20.22,-8.884
79,-6.805,-3.781,-3.662,-5.225,-14.39,6.273,-13.38,-13.17,12.39,9.455,5.174,-7.719
80,-7.06,-14.88,-3.871,-5.758,-24.47,26.84,-24.14,-23.41,31.24,29.04,25.35,-3.96
81,-7.316,-19.19,-3.396,-5.564,-27.36,32.64,-28.16,-26.5,33.55,32.66,31.07,0.8121
82,-7.562,-14.37,-2.24,-4.653,-22.1,21.5,-23.11,-21.52,19.12,19.39,19.94,4.556
83,-7.797,-3.11,-1.095,-3.717,-10.87,-0.2562,-11.61,-10.65,-4.831,-4.149,-1.945,5.756
84,-8.002,8.688,-0.9192,-3.725,1.637,-21.75,0.506,1.498,-26.59,-26.48,-23.73,4.117
85,-8.155,15.88,-1.715,-4.706,9.427,-32.86,8.089,9.032,-35.35,-36.57,-35.21,0.6894
86,-8.237,15.37,-2.496,-5.678,9.07,-28.3,8.026,8.554,-27.05,-29.78,-30.98,-2.667
87,-8.268,7.066,-2.45,-5.818,1.669,-10.06,0.2237,1.107,-5.999,-9.764,-13.02,-4.169
88,-8.268,-4.91,-1.45,-4.989,-8.875,13.06,-11.29,-9.504,17.96,14.06,9.856,-2.972
89,-8.237,-14.55,-0.3012,-3.987,-17.56,30.24,-20.55,-18.34,33.74,30.6,26.83,0.462
90,-8.206,-17.61,0.2257,-3.567,-19.8,33.92,-23.3,-20.81,34.16,32.25,30.43,4.628
91,-8.186,-12.94,0.06027,-3.799,-14.29,22.74,-18.36,-15.57,19.65,18.8,19.34,7.71
92,-8.155,-2.608,-0.3242,-4.228,-3.869,2.303,-7.767,-5.39,-2.23,-2.728,-0.9093,8.43
93,-8.104,8.256,-0.3841,-4.321,6.75,-17.23,3.411,5.039,-21.01,-22.05,-20.31,6.637
94,-8.012,14.22,-0.1915,-4.156,13.08,-26.41,9.761,11.23,-27.84,-30.08,-29.55,3.359
95,-7.879,12.74,-0.09443,-4.093,12.29,-21.21,8.725,10.35,-19.48,-23.01,-24.57,0.2899
96,-7.705,4.848,-0.2544,-4.291,5.003,-4.311,1.268,3.021,-0.07363,-4.42,-7.912,-1.021
97,-7.5,-5.83,-0.4529,-4.515,-4.761,16.21,-9,-6.762,20.99,16.66,12.52,0.1013
98,-7.296,-14.19,-0.2621,-4.328,-12.16,30.55,-17.02,-14.2,33.98,30.44,26.98,3.16
99,-7.101,-16.19,0.3359,-3.707,-13.76,32.14,-18.78,-15.9,33.08,30.71,28.81,6.747
100,-6.917,-11.23,0.929,-3.06,-8.625,20.73,-13.61,-10.93,18.98,17.57,17.65,9.231
101,-6.743,-1.897,1.01,-2.905,0.934,1.985,-4.06,-1.553,-1.264,-2.374,-0.9023,9.526
102,-6.559,7.5,0.4854,-3.352,10.28,-15.22,5.581,7.654,-17.77,-19.37,-17.99,7.591
103,-6.344,12.52,-0.203,-3.969,15.16,-22.74,10.91,12.49,-22.84,-25.49,-25.45,4.434
104,-6.099,10.74,-0.5584,-4.261,13.66,-17.2,9.471,11.02,-14.37,-18.12,-19.89,1.611
105,-5.822,3.198,-0.3839,-4.03,6.689,-1.606,2.285,4.117,3.451,-0.9213,-4.313,0.4717
106,-5.546,-6.344,0.06356,-3.522,-2.315,16.47,-6.954,-4.841,22.01,17.77,13.77,1.529
107,-5.27,-13.46,0.3939,-3.114,-8.835,28.51,-13.84,-11.37,32.51,29.08,25.9,4.244
108,-5.024,-14.84,0.4518,-2.957,-9.774,28.84,-15.06,-12.35,30.26,27.94,26.47,7.305
109,-4.789,-9.856,0.337,-2.955,-4.85,17.5,-9.958,-7.5,16.68,15.24,15.45,9.264
110,-4.574,-1.079,0.226,-2.937,3.617,0.1385,-1.062,0.9004,-1.666,-2.85,-1.595,9.215
111,-4.349,7.181,0.1183,-2.917,11.69,-14.96,7.358,8.935,-16.05,-17.69,-16.49,7.212
112,-4.114,11.13,-0.08793,-3.006,15.54,-20.84,11.52,12.8,-19.74,-22.3,-22.33,4.222
113,-3.858,9.038,-0.3995,-3.214,13.48,-14.96,9.661,10.81,-11.3,-14.78,-16.49,1.653
114,-3.582,1.957,-0.6551,-3.376,6.743,-0.426,2.817,4.183,4.957,1.013,-1.968,0.6779
115,-3.316,-6.61,-0.6324,-3.259,-1.408,15.59,-5.56,-3.855,21.21,17.49,14.12,1.685
116,-3.05,-12.55,-0.3015,-2.824,-7.12,25.47,-11.38,-9.495,29.74,26.83,24.18,4.113
117,-2.824,-13.2,0.098,-2.305,-7.673,24.7,-11.97,-10.04,26.6,24.73,23.65,6.741
118,-2.62,-8.377,0.2503,-2.02,-2.908,13.8,-7.108,-5.302,13.53,12.44,13,8.282
119,-2.436,-0.3857,0.02142,-2.112,4.739,-1.983,0.911,2.315,-3.115,-3.991,-2.564,7.984
120,-2.241,6.914,-0.4284,-2.43,11.62,-15.12,8.279,9.21,-15.49,-16.79,-15.55,5.976
121,-2.047,10.07,-0.8142,-2.699,14.54,-19.55,11.55,12.21,-17.94,-20.06,-19.91,3.191
122,-1.842,7.737,-0.9537,-2.737,12.17,-13.47,9.358,9.958,-9.567,-12.46,-13.85,0.9019
123,-1.617,1.156,-0.8594,-2.552,5.716,-0.0407,2.915,3.643,5.324,2.085,-0.4474,0.1163
124,-1.412,-6.496,-0.6814,-2.286,-1.657,14.21,-4.644,-3.611,19.48,16.51,13.81,1.106
125,-1.218,-11.55,-0.5222,-2.031,-6.502,22.42,-9.664,-8.376,26.21,24.04,22.13,3.3
126,-1.054,-11.64,-0.4135,-1.817,-6.657,20.82,-9.769,-8.491,22.46,21.24,20.73,5.573
127,-0.9111,-6.851,-0.3646,-1.654,-2.153,10.36,-5.029,-3.976,10.13,9.6,10.5,6.789
128,-0.7883,0.4322,-0.4078,-1.582,4.754,-3.899,2.22,2.94,-4.843,-5.22,-3.573,6.333
129,-0.6656,6.775,-0.5897,-1.657,10.69,-15.21,8.566,8.904,-15.4,-16.19,-14.8,4.392
130,-0.5428,9.224,-0.8715,-1.846,12.84,-18.35,11.06,11.14,-16.76,-18.29,-17.96,1.848
131,-0.3995,6.716,-1.122,-2.021,10.27,-12.08,8.619,8.696,-8.579,-10.77,-11.75,-0.1508
132,-0.2563,0.5963,-1.176,-2.01,4.24,0.337,2.558,2.805,5.023,2.576,0.6083,-0.74
133,-0.1233,-6.151,-0.9859,-1.758,-2.386,12.88,-4.165,-3.694,17.41,15.27,13.16,0.2576
134,-0.01071,-10.35,-0.6647,-1.369,-6.484,19.62,-8.382,-7.709,22.69,21.29,19.97,2.269
135,0.08137,-10.04,-0.4183,-1.047,-6.233,17.45,-8.142,-7.425,18.49,17.93,17.93,4.258
136,0.153,-5.435,-0.3833,-0.9293,-1.919,7.559,-3.631,-3.106,6.941,6.979,8.185,5.227
137,0.2042,1.199,-0.5481,-1.013,4.301,-5.234,2.925,3.124,-6.423,-6.294,-4.492,4.679
138,0.2553,6.702,-0.8002,-1.192,9.413,-14.88,8.39,8.278,-15.32,-15.6,-14.1,2.848
139,0.3167,8.548,-0.9906,-1.324,10.98,-16.95,10.24,9.923,-15.73,-16.68,-16.21,0.5669
140,0.3883,5.961,-1.053,-1.343,8.299,-10.66,7.675,7.358,-7.731,-9.27,-10.01,-1.137
141,0.4599,0.2784,-0.9864,-1.242,2.713,0.811,2.011,1.892,4.636,2.903,1.365,-1.53
142,0.5316,-5.719,-0.8308,-1.055,-3.138,11.88,-3.997,-3.858,15.4,13.98,12.39,-0.5148
143,0.5827,-9.16,-0.6344,-0.8219,-6.54,17.32,-7.501,-7.195,19.48,18.73,17.88,1.343
144,0.6134,-8.494,-0.4484,-0.5912,-5.973,14.71,-6.924,-6.603,15.03,15.03,15.36,3.099
145,0.6237,-4.096,-0.3565,-0.4493,-1.841,5.417,-2.636,-2.47,4.31,4.8,6.183,3.879
146,0.6237,1.886,-0.4024,-0.4463,3.777,-6.023,3.263,3.148,-7.531,-7.013,-5.193,3.289
147,0.6339,6.625,-0.5788,-0.5819,8.169,-14.18,7.946,7.565,-14.95,-14.84,-13.36,1.594
148,0.6441,7.925,-0.7843,-0.7595,9.264,-15.32,9.232,8.722,-14.59,-15.11,-14.57,-0.4249
149,0.6646,5.295,-0.8887,-0.8487,6.577,-9.078,6.604,6.129,-6.849,-7.882,-8.446,-1.85
150,0.685,0.07079,-0.8216,-0.7741,1.434,1.418,1.383,1.084,4.404,3.222,1.952,-2.064
151,0.7157,-5.207,-0.6001,-0.5455,-3.709,11.12,-3.925,-3.98,13.74,12.86,11.6,-1.033
152,0.7157,-8.037,-0.3458,-0.2787,-6.465,15.46,-6.817,-6.696,16.78,16.51,15.96,0.6912
153,0.7157,-7.113,-0.1692,-0.08181,-5.626,12.52,-5.989,-5.854,12.2,12.58,13.09,2.246
154,0.685,-2.955,-0.1374,-0.02464,-1.695,3.86,-1.931,-1.939,2.303,3.076,4.496,2.872
155,0.6544,2.423,-0.2304,-0.093,3.376,-6.324,3.363,3.122,-8.144,-7.397,-5.647,2.267
156,0.6339,6.477,-0.3807,-0.2259,7.14,-13.2,7.367,6.9,-14.24,-13.9,-12.54,0.715
157,0.6134,7.335,-0.5054,-0.344,7.836,-13.59,8.213,7.642,-13.25,-13.49,-13.02,-1.055
158,0.6134,4.685,-0.5383,-0.3806,5.19,-7.481,5.567,5.064,-5.827,-6.526,-7.031,-2.229
159,0.6134,-0.1229,-0.4661,-0.3175,0.5004,2.097,0.7571,0.4466,4.353,3.54,2.441,-2.29
160,0.6134,-4.762,-0.2983,-0.158,-3.995,10.55,-3.905,-3.995,12.41,11.88,10.84,-1.257
161,0.6032,-7.036,-0.09246,0.04573,-6.197,13.93,-6.241,-6.176,14.57,14.6,14.23,0.3367
162,0.5725,-5.925,0.07136,0.2152,-5.141,10.76,-5.211,-5.133,9.959,10.54,11.12,1.711
163,0.5418,-2.012,0.1309,0.2855,-1.422,2.698,-1.387,-1.441,0.8775,1.771,3.116,2.208
164,0.5009,2.792,0.05439,0.2193,3.135,-6.337,3.351,3.092,-8.304,-7.481,-5.896,1.599
165,0.4599,6.218,-0.09893,0.07041,6.348,-12.07,6.744,6.306,-13.27,-12.84,-11.66,0.1842
166,0.4395,6.698,-0.2315,-0.0669,6.72,-11.87,7.22,6.71,-11.78,-11.89,-11.55,-1.362
167,0.4293,4.082,-0.2719,-0.1201,4.135,-5.969,4.615,4.177,-4.719,-5.233,-5.754,-2.318
168,0.419,-0.319,-0.1777,-0.04239,-0.1289,2.72,0.2191,-0.03384,4.452,3.856,2.844,-2.257
169,0.4088,-4.384,-0.004157,0.1167,-4.035,10.04,-3.861,-3.906,11.36,11.03,10.12,-1.24
170,0.3986,-6.194,0.1796,0.2926,-5.761,12.58,-5.717,-5.628,12.78,12.96,12.68,0.224
171,0.3679,-4.946,0.2986,0.4113,-4.552,9.271,-4.537,-4.442,8.189,8.842,9.414,1.43
172,0.3372,-1.297,0.3118,0.4292,-1.056,1.801,-0.9549,-0.9817,-0.123,0.7723,1.998,1.811
173,0.2962,2.982,0.2377,0.3596,3.016,-6.202,3.277,3.063,-8.156,-7.363,-5.984,1.203
174,0.2655,5.865,0.1111,0.2325,5.731,-10.95,6.139,5.772,-12.14,-11.74,-10.76,-0.08687
175,0.2451,6.026,0.002708,0.116,5.835,-10.28,6.311,5.898,-10.29,-10.38,-10.17,-1.437
176,0.2348,3.468,-0.03083,0.06779,3.336,-4.636,3.77,3.437,-3.63,-4.06,-4.622,-2.211
177,0.2348,-0.5465,0.03128,0.1129,-0.5319,3.208,-0.2296,-0.3917,4.595,4.112,3.149,-2.059
178,0.2246,-4.088,0.18,0.2474,-3.916,9.508,-3.777,-3.753,10.47,10.25,9.42,-1.075
179,0.2144,-5.491,0.3399,0.3998,-5.238,11.33,-5.218,-5.081,11.28,11.5,11.27,0.2582
180,0.1939,-4.151,0.4484,0.5079,-3.928,7.939,-3.929,-3.8,6.759,7.399,7.925,1.305
181,0.1632,-0.7647,0.4499,0.5136,-0.6674,1.047,-0.5923,-0.5769,-0.8302,-0.003556,1.085,1.581
182,0.1428,3.028,0.3543,0.4219,2.958,-6.013,3.168,3.019,-7.842,-7.138,-5.955,0.9762
183,0.1223,5.433,0.222,0.2891,5.228,-9.91,5.566,5.282,-10.99,-10.65,-9.878,-0.2018
184,0.1018,5.344,0.1175,0.1774,5.106,-8.881,5.496,5.177,-8.878,-8.982,-8.911,-1.381
185,0.1018,2.867,0.09517,0.1428,2.705,-3.527,3.043,2.807,-2.634,-3.037,-3.634,-2.004
186,0.1121,-0.7785,0.1591,0.1929,-0.794,3.523,-0.5832,-0.6613,4.706,4.28,3.358,-1.787
187,0.1121,-3.845,0.2816,0.3046,-3.717,8.909,-3.653,-3.57,9.659,9.485,8.729,-0.8497
188,0.1018,-4.909,0.4105,0.429,-4.702,10.13,-4.74,-4.565,9.949,10.18,9.982,0.3526
189,0.0916,-3.514,0.4862,0.5069,-3.333,6.715,-3.384,-3.225,5.551,6.138,6.621,1.251
190,0.07114,-0.3751,0.4795,0.5062,-0.3135,0.3759,-0.2875,-0.2416,-1.352,-0.6217,0.3343,1.433
191,0.05068,2.977,0.3866,0.4188,2.895,-5.831,3.044,2.94,-7.449,-6.854,-5.851,0.8329
192,0.04044,4.96,0.2592,0.2928,4.775,-8.987,5.031,4.813,-9.885,-9.636,-9.029,-0.2442
193,0.04044,4.671,0.1558,0.1849,4.469,-7.683,4.765,4.523,-7.599,-7.741,-7.777,-1.276
194,0.05068,2.3,0.1264,0.1466,2.174,-2.639,2.421,2.256,-1.783,-2.176,-2.794,-1.773
195,0.06091,-0.9943,0.1899,0.2002,-0.9837,3.673,-0.8541,-0.876,4.741,4.348,3.477,-1.512
196,0.06091,-3.639,0.3005,0.3042,-3.498,8.248,-3.499,-3.38,8.882,8.733,8.047,-0.6297
197,0.06091,-4.406,0.4097,0.4123,-4.202,8.969,-4.286,-4.095,8.747,8.963,8.803,0.4466
198,0.05068,-2.981,0.4614,0.4688,-2.808,5.583,-2.895,-2.729,4.5,5.026,5.474,1.209
199,0.04044,-0.09117,0.4306,0.446,-0.02559,-0.2213,-0.03608,0.02126,-1.759,-1.125,-0.2792,1.308
200,0.03021,2.865,0.3418,0.3644,2.799,-5.657,2.905,2.824,-7.035,-6.544,-5.693,0.7171
201,0.03021,4.486,0.2266,0.2523,4.334,-8.175,4.535,4.354,-8.868,-8.698,-8.227,-0.2671
202,0.03021,4.043,0.1368,0.1604,3.884,-6.664,4.114,3.919,-6.476,-6.651,-6.762,-1.168
203,0.04044,1.79,0.1117,0.1291,1.705,-1.939,1.887,1.767,-1.088,-1.471,-2.087,-1.562
204,0.05068,-1.174,0.1561,0.1669,-1.136,3.695,-1.06,-1.052,4.687,4.325,3.516,-1.271
205,0.06091,-3.44,0.2555,0.2626,-3.289,7.555,-3.324,-3.196,8.116,7.989,7.381,-0.4475
206,0.07114,-3.958,0.3479,0.3564,-3.758,7.861,-3.86,-3.676,7.641,7.844,7.726,0.5102
207,0.06091,-2.528,0.3899,0.4048,-2.365,4.549,-2.46,-2.308,3.575,4.046,4.468,1.15
208,0.05068,0.1228,0.3574,0.3812,0.1861,-0.7413,0.1666,0.216,-2.081,-1.532,-0.7752,1.181
209,0.05068,2.718,0.262,0.2935,2.663,-5.477,2.75,2.675,-6.626,-6.222,-5.492,0.603
210,0.05068,4.03,0.1545,0.1898,3.898,-7.445,4.071,3.909,-7.948,-7.839,-7.474,-0.2944
211,0.05068,3.471,0.07541,0.1096,3.336,-5.79,3.533,3.363,-5.503,-5.698,-5.857,-1.08
212,0.06091,1.344,0.06017,0.08984,1.281,-1.382,1.431,1.333,-0.5325,-0.898,-1.493,-1.384
213,0.07114,-1.31,0.1088,0.1335,-1.266,3.629,-1.211,-1.194,4.558,4.232,3.495,-1.075
214,0.08137,-3.237,0.192,0.2147,-3.097,6.865,-3.14,-3.018,7.367,7.265,6.739,-0.3108
215,0.08137,-3.545,0.2667,0.2918,-3.37,6.838,-3.466,-3.301,6.625,6.821,6.749,0.5377
216,0.08137,-2.127,0.2975,0.3293,-1.997,3.632,-2.077,-1.95,2.763,3.189,3.594,1.07
217,0.07114,0.3003,0.264,0.3042,0.3325,-1.17,0.3273,0.356,-2.327,-1.848,-1.166,1.044
218,0.07114,2.566,0.1819,0.2292,2.496,-5.274,2.587,2.505,-6.221,-5.886,-5.255,0.4857
219,0.07114,3.612,0.08184,0.1324,3.474,-6.769,3.639,3.484,-7.113,-7.049,-6.765,-0.3292
220,0.07114,2.969,0.008785,0.05818,2.831,-5.016,3.013,2.857,-4.657,-4.86,-5.048,-1.01
221,0.08137,0.9732,-0.002915,0.04228,0.9046,-0.9249,1.042,0.954,-0.09266,-0.4326,-0.9937,-1.238
222,0.0916,-1.397,0.0477,0.08851,-1.37,3.517,-1.318,-1.302,4.379,4.091,3.43,-0.9177
223,0.1018,-3.024,0.1293,0.1684,-2.917,6.205,-2.949,-2.843,6.652,6.576,6.128,-0.2121
224,0.1018,-3.159,0.1987,0.2401,-3.028,5.913,-3.102,-2.964,5.704,5.897,5.87,0.5373
225,0.1018,-1.773,0.2178,0.265,-1.688,2.842,-1.743,-1.644,2.06,2.449,2.844,0.9765
226,0.0916,0.4371,0.1795,0.2339,0.433,-1.498,0.4487,0.4566,-2.503,-2.081,-1.461,0.9061
227,0.08137,2.42,0.09872,0.1588,2.315,-5.035,2.419,2.327,-5.815,-5.536,-4.987,0.3713
228,0.08137,3.231,0.0139,0.07593,3.074,-6.127,3.241,3.089,-6.347,-6.315,-6.095,-0.3651
229,0.08137,2.528,-0.04309,0.0169,2.375,-4.32,2.554,2.406,-3.916,-4.117,-4.322,-0.9511
230,0.0916,0.669,-0.04295,0.01245,0.58,-0.5383,0.7134,0.632,0.2602,-0.05053,-0.5737,-1.115
231,0.1018,-1.442,0.006503,0.05734,-1.443,3.387,-1.388,-1.374,4.171,3.922,3.336,-0.7886
232,0.1018,-2.802,0.07835,0.1271,-2.737,5.601,-2.756,-2.665,5.981,5.932,5.559,-0.1387
233,0.1018,-2.794,0.1376,0.1879,-2.715,5.098,-2.767,-2.652,4.885,5.076,5.088,0.5212
234,0.1018,-1.457,0.1495,0.2045,-1.419,2.179,-1.449,-1.375,1.468,1.825,2.208,0.8802
235,0.0916,0.5569,0.118,0.1785,0.5065,-1.727,0.5419,0.5326,-2.605,-2.233,-1.669,0.776
236,0.08137,2.272,0.05001,0.1144,2.137,-4.759,2.25,2.154,-5.403,-5.17,-4.695,0.2687
237,0.08137,2.889,-0.02478,0.04012,2.709,-5.509,2.876,2.73,-5.637,-5.63,-5.463,-0.3933
238,0.08137,2.147,-0.0699,-0.007996,1.978,-3.68,2.148,2.013,-3.26,-3.456,-3.668,-0.8944
239,0.0916,0.4231,-0.07255,-0.01582,0.3156,-0.1979,0.4402,0.3687,0.5473,0.2654,-0.2168,-1.002
