222,-0.1754,2.736,2.736,2.157
223,-0.2394,2.609,2.609,1.953
224,-0.2849,2.376,2.376,1.743
225,-0.296,2.086,2.086,1.535
226,-0.2603,1.793,1.793,1.324
227,-0.1792,1.525,1.525,1.113
228,-0.06914,1.284,1.284,0.9075
229,0.04431,1.062,1.062,0.7243
230,0.1346,0.8603,0.8603,0.58
231,0.1798,0.6861,0.6861,0.4869
232,0.1623,0.543,0.543,0.4462
233,0.06971,0.4309,0.4309,0.4454
234,-0.09365,0.3485,0.3485,0.4621
235,-0.2972,0.2997,0.2997,0.4717
236,-0.4906,0.2946,0.2946,0.4614
237,-0.6233,0.3394,0.3394,0.4402
238,-0.6676,0.4281,0.4281,0.4307
239,-0.6296,0.5442,0.5442,0.4497
240,-0.5386,0.666,0.666,0.4933
241,-0.4216,0.7723,0.7723,0.5368
242,-0.2883,0.8474,0.8474,0.5483
243,-0.1357,0.887,0.887,0.5108
244,0.03875,0.8991,0.8991,0.435
245,0.2251,0.901,0.901,0.351
246,0.3981,0.9113,0.9113,0.2867
247,0.5293,0.9412,0.9412,0.2542
248,0.6026,0.9952,0.9952,0.2514
249,0.6192,1.077,1.077,0.2717
250,0.589,1.186,1.186,0.3106
251,0.5206,1.313,1.313,0.3648
252,0.42,1.427,1.427,0.4236
253,0.2975,1.488,1.488,0.4657
254,0.1732,1.465,1.465,0.4675
255,0.07207,1.35,1.35,0.4191
256,0.0107,1.164,1.164,0.3315
257,-0.01132,0.9409,0.9409,0.2297
258,-0.007411,0.7153,0.7153,0.1366
259,0.008137,0.5098,0.5098,0.05865
260,0.03074,0.3345,0.3345,-0.01682
261,0.06623,0.1914,0.1914,-0.1082
262,0.1205,0.07918,0.07918,-0.2214
263,0.1863,-0.003626,-0.003626,-0.342
264,0.2401,-0.05655,-0.05655,-0.4434
265,0.2535,-0.0798,-0.0798,-0.5041
266,0.2097,-0.07872,-0.07872,-0.5196
267,0.1141,-0.0627,-0.0627,-0.4998
268,-0.006844,-0.03936,-0.03936,-0.4554
269,-0.1193,-0.01046,-0.01046,-0.3911
270,-0.1968,0.0276,0.0276,-0.3087
271,-0.2288,0.07866,0.07866,-0.2154
272,-0.2172,0.1406,0.1406,-0.1251
273,-0.1695,0.2046,0.2046,-0.05362
274,-0.09469,0.2603,0.2603,-0.01155
275,-0.002281,0.3008,0.3008,0.0002982
276,0.09737,0.3249,0.3249,-0.0111
277,0.1938,0.3379,0.3379,-0.03772
278,0.2788,0.3495,0.3495,-0.07523
279,0.3492,0.3706,0.3706,-0.1219
280,0.4056,0.4094,0.4094,-0.1741
281,0.4473,0.469,0.469,-0.2228
282,0.4698,0.5446,0.5446,-0.2546
283,0.4664,0.6225,0.6225,-0.2571
284,0.4319,0.6844,0.6844,-0.2268
285,0.3668,0.711,0.711,-0.1736
286,0.2792,0.6872,0.6872,-0.1172
287,0.1833,0.6085,0.6085,-0.07805
288,0.09551,0.4841,0.4841,-0.06841
289,0.03003,0.3333,0.3333,-0.08797
290,-0.006369,0.1786,0.1786,-0.1263
291,-0.01675,0.03807,0.03807,-0.1707
292,-0.01072,-0.07737,-0.07737,-0.214
293,0.002915,-0.1634,-0.1634,-0.2571
294,0.02059,-0.2198,-0.2198,-0.3062
295,0.04237,-0.2488,-0.2488,-0.366
296,0.06718,-0.2545,-0.2545,-0.4342
297,0.08945,-0.2434,-0.2434,-0.4998
298,0.1001,-0.223,-0.223,-0.5487
299,0.09218,-0.2001,-0.2001,-0.5696
300,0.06628,-0.1791,-0.1791,-0.5578
301,0.0306,-0.1603,-0.1603,-0.5145
302,-0.004126,-0.1399,-0.1399,-0.4453
303,-0.02976,-0.1124,-0.1124,-0.3574
304,-0.0428,-0.07484,-0.07484,-0.2606
305,-0.04326,-0.02968,-0.02968,-0.1685
306,-0.03135,0.0162,0.0162,-0.09668
307,-0.005574,0.05542,0.05542,-0.05631
308,0.03486,0.08483,0.08483,-0.04895
309,0.0858,0.1067,0.1067,-0.06616
310,0.1374,0.1261,0.1261,-0.09493
311,0.1785,0.1474,0.1474,-0.1256
312,0.2035,0.1737,0.1737,-0.1561
313,0.216,0.2062,0.2062,-0.1885
314,0.2253,0.2428,0.2428,-0.223
315,0.2379,0.2777,0.2777,-0.2535
316,0.2507,0.302,0.302,-0.27
317,0.2527,0.3063,0.3063,-0.2648
318,0.2329,0.2838,0.2838,-0.2394
319,0.1885,0.2331,0.2331,-0.2046
320,0.1274,0.1584,0.1584,-0.174
321,0.06408,0.06851,0.06851,-0.1562
322,0.01051,-0.02561,-0.02561,-0.1518
323,-0.02842,-0.1125,-0.1125,-0.1565
324,-0.05357,-0.183,-0.183,-0.1669
325,-0.06717,-0.232,-0.232,-0.1837
326,-0.07014,-0.2583,-0.2583,-0.2097
327,-0.06277,-0.2639,-0.2639,-0.2446
328,-0.04726,-0.2533,-0.2533,-0.2834
329,-0.02904,-0.2332,-0.2332,-0.3186
330,-0.01443,-0.2114,-0.2114,-0.3444
331,-0.006485,-0.1945,-0.1945,-0.3591
332,-0.003017,-0.1847,-0.1847,-0.3629
333,0.001051,-0.1786,-0.1786,-0.3554
334,0.009189,-0.1697,-0.1697,-0.3337
335,0.0202,-0.1522,-0.1522,-0.294
336,0.02901,-0.1245,-0.1245,-0.2363
337,0.0309,-0.08914,-0.08914,-0.1673
338,0.02576,-0.0511,-0.0511,-0.09929
339,0.01869,-0.01499,-0.01499,-0.04571
340,0.01636,0.01641,0.01641,-0.01521
341,0.02259,0.04231,0.04231,-0.008492
342,0.03603,0.06334,0.06334,-0.01961
343,0.05153,0.08083,0.08083,-0.04025
344,0.06399,0.09599,0.09599,-0.06379
345,0.07202,0.1091,0.1091,-0.08685
346,0.07827,0.1195,0.1195,-0.1083
347,0.08667,0.1262,0.1262,-0.1274
348,0.09868,0.127,0.127,-0.1426
349,0.1114,0.1192,0.1192,-0.1523
350,0.1185,0.09983,0.09983,-0.1558
351,0.1142,0.06737,0.06737,-0.1541
352,0.09632,0.02313,0.02313,-0.1487
353,0.06756,-0.0284,-0.0284,-0.1412
354,0.0328,-0.08085,-0.08085,-0.1325
355,-0.003283,-0.128,-0.128,-0.1232
356,-0.03744,-0.1652,-0.1652,-0.1143
357,-0.0673,-0.1898,-0.1898,-0.1083
358,-0.09014,-0.2007,-0.2007,-0.1085
359,-0.1028,-0.199,-0.199,-0.1169
360,-0.1031,-0.1876,-0.1876,-0.1326
361,-0.09234,-0.1713,-0.1713,-0.1514
362,-0.07497,-0.1555,-0.1555,-0.1673
363,-0.05686,-0.1444,-0.1444,-0.1764
364,-0.04202,-0.1394,-0.1394,-0.1779
365,-0.03035,-0.1381,-0.1381,-0.1739
366,-0.01833,-0.1356,-0.1356,-0.1665
367,-0.002581,-0.1266,-0.1266,-0.1552
368,0.01651,-0.1084,-0.1084,-0.1372
369,0.03416,-0.08185,-0.08185,-0.1103
370,0.04419,-0.05069,-0.05069,-0.07564
371,0.04338,-0.01925,-0.01925,-0.03874
372,0.03374,0.009351,0.009351,-0.007143
373,0.021,0.03362,0.03362,0.01336
374,0.01047,0.05295,0.05295,0.02128
375,0.004079,0.06675,0.06675,0.01922
376,0.0007695,0.0743,0.0743,0.01131
377,-0.0007773,0.07543,0.07543,0.0005089
378,2.301e-05,0.07111,0.07111,-0.0121
379,0.005288,0.06313,0.06313,-0.02605
380,0.01612,0.05299,0.05299,-0.04003
381,0.03031,0.04097,0.04097,-0.05198
382,0.04273,0.02587,0.02587,-0.06048
383,0.04829,0.005945,0.005945,-0.06613
384,0.04499,-0.01946,-0.01946,-0.07112
385,0.03448,-0.04866,-0.04866,-0.07708
386,0.02008,-0.07785,-0.07785,-0.08313
387,0.003983,-0.1027,-0.1027,-0.08612
388,-0.01402,-0.1202,-0.1202,-0.08303
389,-0.03503,-0.1294,-0.1294,-0.07359
390,-0.05831,-0.1314,-0.1314,-0.06104
391,-0.07991,-0.1277,-0.1277,-0.05035
392,-0.09422,-0.12,-0.12,-0.04519
393,-0.09727,-0.11,-0.11,-0.04586
394,-0.08929,-0.1003,-0.1003,-0.04979
395,-0.07454,-0.09321,-0.09321,-0.05371
396,-0.05833,-0.08985,-0.08985,-0.05572
397,-0.04376,-0.08931,-0.08931,-0.05585
398,-0.03053,-0.08858,-0.08858,-0.05493
399,-0.01663,-0.0839,-0.0839,-0.05297
400,-0.0009829,-0.07266,-0.07266,-0.04871
401,0.01492,-0.0546,-0.0546,-0.04064
402,0.02769,-0.03174,-0.03174,-0.02854
403,0.03424,-0.007361,-0.007361,-0.01397
404,0.03368,0.01547,0.01547,0.0005192
405,0.02749,0.03476,0.03476,0.01286
406,0.01816,0.04955,0.04955,0.02242
407,0.007659,0.05914,0.05914,0.02964
408,-0.002992,0.06269,0.06269,0.03489
409,-0.01298,0.05966,0.05966,0.03763
410,-0.02071,0.05071,0.05071,0.0367
411,-0.02385,0.03798,0.03798,0.03137
412,-0.02069,0.0243,0.0243,0.0222
413,-0.01179,0.01168,0.01168,0.01113
414,-0.0003891,0.0001962,0.0001962,0.0004092
