1,91.21,80.51,80.51,-157.2
2,-105.3,-146.7,-146.7,288.5
3,-105.5,-147.7,-147.7,286.1
4,-106.5,-150.4,-150.4,283.2
5,-108.2,-154.6,-154.6,279.6
6,-110.3,-159.8,-159.8,275.8
7,-112.5,-165.2,-165.2,272
8,-114.7,-170.3,-170.3,268.4
9,-116.5,-174.8,-174.8,265.1
10,-118.2,-178.7,-178.7,262.1
11,-119.6,-181.9,-181.9,259.6
12,-120.7,-184.2,-184.2,257.5
13,-121.5,-185.7,-185.7,255.9
14,-121.9,-186.4,-186.4,254.5
15,-122.1,-186.7,-186.7,253.3
16,-122.2,-186.9,-186.9,252.1
17,-122.3,-186.6,-186.6,250.9
18,-122.1,-185.3,-185.3,249.7
19,-121.5,-182.5,-182.5,248.8
20,-120,-178.5,-178.5,248.3
21,-117.6,-173.2,-173.2,248.3
22,-114.9,-166.8,-166.8,248.6
23,-112,-160.1,-160.1,249.1
24,-109.1,-153.6,-153.6,249.6
25,-106.5,-147.5,-147.5,249.9
26,-104.1,-142,-142,249.9
27,-102.1,-137.2,-137.2,249.7
28,-100.3,-133.1,-133.1,249.3
29,-98.82,-129.7,-129.7,248.6
30,-97.72,-127.1,-127.1,247.6
31,-96.9,-125,-125,246.5
32,-96.27,-123.2,-123.2,245.3
33,-95.83,-121.5,-121.5,243.8
34,-95.61,-119.8,-119.8,241.9
35,-95.69,-118.9,-118.9,239.4
36,-96.15,-119.2,-119.2,236.4
37,-96.97,-120.8,-120.8,232.8
38,-98.04,-123.3,-123.3,228.5
39,-99.29,-126.4,-126.4,224.1
40,-100.6,-129.6,-129.6,219.7
41,-101.8,-132.5,-132.5,215.6
42,-102.9,-135,-135,211.8
43,-103.8,-136.9,-136.9,208.3
44,-104.4,-138.2,-138.2,205.1
45,-104.7,-139.1,-139.1,202.2
46,-104.9,-139.3,-139.3,199.6
47,-104.9,-138.9,-138.9,197.3
48,-104.8,-138.1,-138.1,195.1
49,-104.6,-136.8,-136.8,192.9
50,-104.3,-134.9,-134.9,190.9
51,-103.8,-132.5,-132.5,189.2
52,-103,-129.3,-129.3,187.9
53,-101.5,-125.1,-125.1,186.9
54,-99.56,-120,-120,186.2
55,-97.19,-114.2,-114.2,185.6
56,-94.58,-108.3,-108.3,185
57,-91.96,-102.5,-102.5,184.4
58,-89.57,-97.07,-97.07,183.7
59,-87.45,-92.2,-92.2,182.8
60,-85.56,-87.91,-87.91,181.7
61,-83.87,-84.14,-84.14,180.4
62,-82.41,-80.84,-80.84,178.9
63,-81.22,-78,-78,177.2
64,-80.32,-75.52,-75.52,175.4
65,-79.67,-73.26,-73.26,173.4
66,-79.23,-71.24,-71.24,171.3
67,-78.97,-69.68,-69.68,168.9
68,-78.94,-68.8,-68.8,166.3
69,-79.21,-68.76,-68.76,163.2
70,-79.81,-69.61,-69.61,159.7
71,-80.64,-71.21,-71.21,155.9
72,-81.55,-73.21,-73.21,152
73,-82.37,-75.26,-75.26,148
74,-83.01,-77.08,-77.08,144.2
75,-83.48,-78.52,-78.52,140.7
76,-83.81,-79.54,-79.54,137.5
77,-84,-80.14,-80.14,134.5
78,-84.07,-80.29,-80.29,131.7
79,-83.99,-79.98,-79.98,129.1
80,-83.78,-79.2,-79.2,126.7
81,-83.47,-77.96,-77.96,124.4
82,-83.09,-76.32,-76.32,122.4
83,-82.58,-74.35,-74.35,120.6
84,-81.88,-71.94,-71.94,119
