1,91.21,80.51,80.51,-157.2
2,-105.3,-146.7,-146.7,288.5
3,-105.9,-148.7,-148.7,287.1
4,-107.2,-152.4,-152.4,285
5,-109.2,-157.5,-157.5,282.4
6,-111.6,-163.5,-163.5,279.4
7,-114.1,-169.8,-169.8,276.3
8,-116.5,-175.7,-175.7,273.5
9,-118.7,-181,-181,270.9
10,-120.6,-185.7,-185.7,268.7
11,-122.2,-189.7,-189.7,266.8
12,-123.6,-192.8,-192.8,265.4
13,-124.6,-195,-195,264.4
14,-125.2,-196.5,-196.5,263.7
15,-125.6,-197.5,-197.5,263.1
16,-126,-198.4,-198.4,262.5
17,-126.1,-199,-199,262.1
18,-126,-198.7,-198.7,262.1
19,-125.3,-197.2,-197.2,262.5
20,-124,-194.2,-194.2,263.5
21,-122.1,-189.9,-189.9,265.1
22,-119.7,-184.6,-184.6,266.9
23,-117.1,-178.8,-178.8,269
24,-114.5,-173.1,-173.1,270.9
25,-112.1,-167.8,-167.8,272.7
26,-110,-163.1,-163.1,274.2
27,-108.1,-159,-159,275.4
28,-106.5,-155.6,-155.6,276.4
29,-105.3,-152.9,-152.9,277.1
30,-104.4,-150.9,-150.9,277.6
31,-103.7,-149.5,-149.5,277.9
32,-103.2,-148.4,-148.4,278
33,-102.8,-147.5,-147.5,278
34,-102.6,-147.1,-147.1,277.7
35,-102.8,-147.6,-147.6,276.9
36,-103.4,-149.3,-149.3,275.5
37,-104.5,-152.3,-152.3,273.6
38,-106.1,-156.3,-156.3,271.3
39,-107.9,-160.8,-160.8,268.8
40,-109.8,-165.5,-165.5,266.2
41,-111.6,-169.9,-169.9,263.8
42,-113.3,-173.9,-173.9,261.7
43,-114.6,-177.4,-177.4,259.7
44,-115.8,-180.3,-180.3,258.1
45,-116.8,-182.6,-182.6,256.7
46,-117.5,-184.4,-184.4,255.6
47,-118,-185.6,-185.6,254.7
48,-118.3,-186.4,-186.4,254
49,-118.5,-186.8,-186.8,253.4
50,-118.6,-186.8,-186.8,253
51,-118.4,-186.2,-186.2,252.9
52,-117.7,-184.6,-184.6,253.2
53,-116.6,-181.9,-181.9,253.9
54,-115,-178.2,-178.2,255
55,-113.1,-173.8,-173.8,256.3
56,-111,-169.2,-169.2,257.7
57,-108.9,-164.6,-164.6,259
58,-107,-160.4,-160.4,260.2
59,-105.3,-156.6,-156.6,261.1
60,-103.8,-153.3,-153.3,261.9
61,-102.5,-150.5,-150.5,262.4
62,-101.4,-148.2,-148.2,262.8
63,-100.5,-146.3,-146.3,263
64,-99.87,-144.8,-144.8,263
65,-99.42,-143.8,-143.8,262.9
66,-99.14,-143.1,-143.1,262.6
67,-99.05,-142.8,-142.8,262.1
68,-99.24,-143.3,-143.3,261.2
69,-99.78,-144.6,-144.6,259.8
70,-100.7,-146.9,-146.9,258.1
71,-102,-150,-150,256.1
72,-103.4,-153.4,-153.4,253.9
73,-104.8,-156.9,-156.9,251.8
74,-106.2,-160.2,-160.2,249.7
75,-107.3,-163.1,-163.1,247.8
76,-108.4,-165.7,-165.7,246.1
77,-109.2,-167.8,-167.8,244.6
78,-109.9,-169.5,-169.5,243.3
79,-110.5,-170.8,-170.8,242.1
80,-110.8,-171.7,-171.7,241.2
81,-111.1,-172.2,-172.2,240.4
82,-111.2,-172.4,-172.4,239.7
83,-111.1,-172,-172,239.3
84,-110.8,-171.2,-171.2,239.1
85,-110.2,-169.6,-169.6,239.3
